0.266	0.446	0.091	0.209	1.053
0.384	0.457	0.129	0.000	3.809
0.299	0.472	0.000	0.226	1.754
0.448	0.496	0.000	0.000	5.171
0.494	0.000	0.212	0.233	5.290
0.633	0.000	0.258	0.000	8.496
0.611	0.000	0.000	0.281	7.658
0.817	0.000	0.000	0.000	12.331
0.000	0.562	0.172	0.342	-3.052
0.000	0.705	0.339	0.000	-0.929
0.000	0.646	0.000	0.414	-2.661
0.000	0.989	0.000	0.000	1.160
0.000	-0.000	0.478	0.567	-1.902
0.000	0.000	0.966	0.000	2.904
0.000	0.000	0.000	0.970	0.245
0.000	0.000	0.000	0.000	43.955
