20.10.2013 12:00:00	-13.2664	-9.9664	-6.4664	-2.9664	0.3336	2.3336	2.8336	2.2336	1.8336	2.9336	5.7336	9.4336	13.1336	15.3336	14.8336	11.9336	7.5336	2.5336	-1.3664	-3.1664	-4.0664	-5.3664	-7.2664	-9.6664	-12.0664	-13.8664	-15.3664	-16.5664	-16.8664	-15.7664	-14.3664	-13.0664	-11.8664	-11.0664	-10.6664	-9.7664	-7.7664	-4.8664	-2.0664	0.9336	4.0336	6.3336	7.2336	5.8336	2.3336	-1.0664	-2.0664	-1.4664	-1.1664	-1.7664	-2.9664	-4.4664	-6.8664	-9.7664	-13.2664	-15.3664	-14.9664	-13.9664	-12.1664	-9.5664	-7.1664
20.10.2013 18:00:00	-4.0344	-5.1344	-6.0344	-5.2344	-2.3344	1.3656	4.9656	7.2656	6.9656	3.7656	-0.9344	-5.2344	-8.3344	-10.2344	-11.0344	-12.0344	-14.0344	-16.4344	-18.7344	-20.4344	-21.7344	-22.9344	-24.0344	-24.3344	-24.0344	-22.8344	-20.9344	-19.0344	-16.9344	-14.4344	-11.9344	-9.7344	-7.4344	-5.0344	-2.8344	-1.4344	-2.0344	-5.0344	-8.9344	-11.7344	-12.8344	-12.6344	-12.9344	-13.5344	-14.0344	-14.8344	-16.6344	-18.7344	-20.2344	-21.5344	-22.5344	-22.7344	-21.9344	-20.3344	-17.9344	-15.1344	-12.6344	-11.5344	-10.9344	-9.1344	-4.9344
21.10.2013 0:00:00	9.6184	12.0184	11.8184	8.9184	4.2184	-0.4816	-3.8816	-5.6816	-6.1816	-7.2816	-9.4816	-12.2816	-14.5816	-16.3816	-18.0816	-19.8816	-21.2816	-21.1816	-19.8816	-18.0816	-16.5816	-15.1816	-14.0816	-12.8816	-10.7816	-7.5816	-3.3816	0.7184	4.4184	6.8184	6.3184	2.8184	-1.7816	-5.9816	-8.4816	-9.5816	-9.9816	-10.3816	-11.3816	-12.8816	-14.2816	-15.9816	-18.8816	-22.2816	-24.2816	-24.1816	-23.0816	-21.3816	-18.7816	-15.3816	-12.5816	-11.0816	-11.0816	-11.2816	-10.6816	-10.2816	-9.1816	-6.6816	-4.1816	-3.3816	-3.4816
21.10.2013 6:00:00	-9.5352	-11.2352	-11.7352	-12.8352	-15.1352	-18.0352	-20.5352	-22.4352	-24.3352	-26.5352	-27.8352	-27.2352	-25.6352	-24.0352	-23.1352	-22.2352	-20.5352	-18.2352	-15.1352	-11.3352	-7.0352	-2.7352	0.1648	0.9648	-0.8352	-4.6352	-9.1352	-11.8352	-13.0352	-13.1352	-14.1352	-16.0352	-18.2352	-20.0352	-21.5352	-22.6352	-23.0352	-23.1352	-23.0352	-22.6352	-22.4352	-21.8352	-20.4352	-18.9352	-16.7352	-14.4352	-11.8352	-10.1352	-8.4352	-6.9352	-5.2352	-4.3352	-4.4352	-2.8352	-1.0352	-1.0352	-2.5352	-2.3352	-2.7352	-3.9352	-4.8352
21.10.2013 12:00:00	-24.588	-26.588	-28.488	-30.688	-31.688	-30.988	-29.088	-26.988	-25.288	-23.588	-21.888	-19.888	-16.488	-12.388	-7.888	-4.088	-2.088	-2.388	-4.588	-8.288	-12.988	-16.788	-18.088	-17.188	-16.288	-17.288	-20.388	-24.088	-27.388	-28.888	-28.288	-27.488	-27.188	-26.888	-26.088	-25.388	-24.388	-22.788	-20.388	-17.788	-14.788	-10.288	-8.088	-8.088	-7.188	-5.188	-2.688	-1.388	-0.288	0.712	0.412	-0.788	-2.988	-5.688	-7.788	-7.788	-6.588	-6.188	-5.988	-6.188	-6.888
21.10.2013 18:00:00	-31.7712	-29.6712	-28.0712	-26.4712	-24.9712	-22.7712	-19.2712	-15.0712	-10.7712	-7.1712	-5.1712	-4.8712	-6.7712	-10.5712	-14.5712	-17.4712	-18.7712	-19.2712	-20.4712	-22.3712	-25.5712	-29.2712	-31.5712	-31.5712	-31.2712	-31.6712	-32.0712	-30.9712	-29.3712	-27.6712	-26.6712	-24.8712	-22.3712	-19.0712	-14.8712	-11.2712	-10.6712	-9.8712	-9.1712	-9.3712	-8.4712	-6.0712	-3.0712	-2.2712	-2.6712	-4.3712	-8.3712	-12.8712	-15.4712	-16.0712	-13.7712	-9.5712	-5.7712	-3.4712	-2.4712	-1.6712	-2.4712	-4.5712	-5.4712	-5.8712	-6.5712
22.10.2013 0:00:00	-14.4304	-10.1304	-5.6304	-1.8304	-0.1304	-0.0304	-2.1304	-5.9304	-10.1304	-12.9304	-13.4304	-12.6304	-12.4304	-14.0304	-17.4304	-21.3304	-24.4304	-26.4304	-26.9304	-27.2304	-27.4304	-26.6304	-24.5304	-22.5304	-21.4304	-20.0304	-17.3304	-14.0304	-10.8304	-6.2304	-2.2304	-0.4304	0.0696	1.3696	2.7696	3.3696	3.8696	4.2696	4.3696	2.5696	-0.1304	-2.7304	-5.3304	-4.0304	-0.5304	2.9696	5.5696	7.1696	7.5696	6.2696	1.0696	-4.1304	-7.6304	-9.6304	-11.9304	-14.0304	-15.0304	-14.0304	-12.9304	-10.1304	-6.2304
22.10.2013 6:00:00	-8.3672	-12.2672	-16.3672	-19.0672	-19.6672	-19.0672	-18.9672	-20.3672	-23.4672	-27.9672	-31.7672	-33.9672	-34.5672	-34.1672	-32.8672	-30.3672	-27.7672	-26.7672	-26.5672	-25.7672	-23.7672	-20.8672	-16.5672	-12.2672	-9.0672	-6.9672	-4.1672	-1.6672	-1.1672	-0.9672	-1.7672	-2.9672	-4.0672	-4.7672	-6.5672	-9.7672	-10.8672	-10.0672	-9.3672	-8.4672	-5.8672	-1.9672	2.5328	5.7328	5.6328	3.3328	-1.8672	-9.6672	-16.8672	-20.0672	-19.8672	-20.5672	-20.0672	-16.7672	-11.5672	-6.3672	-1.5672	3.3328	9.1328	14.7328	19.2328
22.10.2013 12:00:00	-19.1016	-20.5016	-23.8016	-28.5016	-32.4016	-34.7016	-35.1016	-35.1016	-34.0016	-31.7016	-29.7016	-28.2016	-26.9016	-25.4016	-23.4016	-19.2016	-14.3016	-11.6016	-8.9016	-5.7016	-4.5016	-4.8016	-5.5016	-5.8016	-6.0016	-6.3016	-6.9016	-8.2016	-9.4016	-10.9016	-12.6016	-14.9016	-17.3016	-18.9016	-19.3016	-18.7016	-16.8016	-11.6016	-4.2016	1.9984	3.0984	-1.3016	-8.6016	-14.6016	-16.9016	-16.2016	-14.5016	-10.4016	-3.0016	3.8984	8.8984	12.0984	13.4984	16.8984	20.5984	22.7984	24.3984	27.7984	31.7984	33.9984	34.1984
22.10.2013 18:00:00	-34.172	-34.272	-33.272	-31.372	-29.472	-28.572	-26.672	-23.472	-19.672	-13.572	-7.672	-4.272	-1.672	-0.272	-0.472	-1.572	-1.572	0.028	2.328	4.328	4.528	1.828	-3.272	-8.272	-11.872	-13.172	-14.272	-14.972	-13.272	-10.072	-5.672	-1.472	1.528	3.728	4.728	4.428	1.328	-4.872	-10.372	-11.772	-9.972	-6.172	-0.172	7.828	14.028	17.928	20.728	23.228	22.428	20.228	19.228	21.428	25.328	28.328	30.028	32.428	35.928	38.928	39.728	38.128	35.528
